RowID,R64,R32,R16,R8,R4,R2,R1,S4,S2,S1
68,false,true,true,true,false,true,false,true,false,false
69,false,true,true,true,true,true,false,false,true,true
70,false,false,true,false,true,false,true,true,false,true
71,true,true,false,false,false,false,true,true,false,true
72,true,false,false,true,false,true,true,true,true,false
73,false,true,false,false,false,false,true,true,false,false
74,false,false,true,false,true,false,true,false,true,true
75,false,true,true,true,true,false,false,true,true,true
76,false,true,false,true,true,true,false,false,true,false
77,false,true,true,true,false,false,false,false,false,false
78,true,false,true,false,true,false,false,true,false,false
79,false,true,false,false,false,true,false,false,false,true
80,true,false,true,false,false,true,false,false,true,false
81,true,false,true,true,true,false,true,false,true,true
82,false,true,true,false,false,true,true,true,false,true
83,true,false,false,false,true,true,true,true,false,false
84,false,true,false,true,true,true,false,false,false,false
85,true,false,false,false,true,false,true,false,true,true
86,true,false,true,true,true,false,false,true,false,true
87,false,false,true,true,false,false,false,true,false,false
88,false,false,false,true,false,true,false,true,true,false
89,false,true,true,false,true,false,true,false,false,true
90,false,true,false,false,true,false,false,false,true,false
91,false,true,true,false,false,true,true,false,false,true
92,false,true,true,true,false,true,true,true,false,true
93,false,true,true,true,false,true,true,false,false,true
94,false,true,true,false,true,true,true,false,false,false
95,true,false,false,false,false,true,true,true,true,false
96,false,true,true,false,false,true,true,true,true,true
97,true,false,true,false,false,true,true,false,false,true
98,false,false,true,true,true,true,false,false,false,true
99,false,false,true,false,true,false,false,false,true,true
100,true,true,false,false,false,true,false,true,false,false
101,false,false,true,false,true,true,true,false,false,false
102,true,false,false,false,false,true,false,true,true,false
103,false,true,false,true,true,true,true,false,false,false
104,true,false,true,true,false,false,true,false,true,true
105,true,false,true,true,true,false,true,true,false,false
106,false,true,false,false,false,false,false,false,false,false
107,false,true,false,true,true,false,false,false,true,false
108,false,false,false,true,true,false,true,false,true,false
109,true,false,false,false,true,false,true,false,false,true
110,false,true,false,true,false,false,false,true,false,false
111,true,true,false,false,true,false,false,false,false,false
112,false,false,false,false,true,true,false,false,false,false
113,true,false,true,true,false,true,true,false,true,true
114,true,false,true,true,false,true,true,true,false,true
115,true,false,true,false,false,false,true,false,false,false
116,false,true,true,true,true,false,true,true,false,false
117,false,false,true,false,true,true,true,false,true,true
118,false,false,false,true,false,true,true,false,true,false
119,true,false,true,false,false,true,true,true,false,false
120,true,false,true,false,true,true,true,true,false,false
121,false,false,true,false,true,true,true,true,true,false
122,false,false,false,true,true,true,true,true,false,true
123,false,false,true,true,true,true,false,false,false,false
124,false,true,false,true,false,true,false,true,false,false
125,true,false,true,false,true,true,true,false,true,false
126,false,false,true,true,false,false,true,true,false,false
127,true,false,false,true,true,false,true,true,false,true
128,false,false,true,true,true,true,false,false,true,true
129,false,false,false,true,true,true,false,false,false,false
130,false,false,true,false,true,true,false,false,true,false
131,true,false,false,true,true,false,false,false,true,true
132,false,false,false,false,true,true,true,false,false,false
133,true,false,true,false,false,false,false,true,true,false
134,false,true,false,false,true,true,true,true,true,true
135,false,true,true,false,false,true,false,true,true,true
136,true,false,false,false,true,false,false,true,true,true
137,false,false,true,true,true,false,true,true,false,false
138,true,true,false,false,false,true,true,false,false,false
139,false,false,false,false,true,true,true,true,true,true
140,false,false,false,true,true,false,true,true,true,false
141,true,true,false,false,false,true,true,false,true,true
142,false,true,true,false,false,false,false,false,false,true
143,true,false,true,false,true,true,true,true,false,true
144,false,false,true,false,false,true,false,true,false,true
145,true,false,true,false,true,false,true,false,true,true
146,false,true,true,false,false,true,false,false,false,false
147,false,true,false,true,true,false,true,false,false,true
148,false,true,false,false,true,true,false,true,true,true
149,true,false,false,false,true,true,false,true,false,true
150,true,false,false,false,false,false,false,true,true,true
151,false,false,false,true,false,false,false,false,true,true
152,false,true,false,true,true,false,true,true,false,true
153,false,false,false,true,false,true,false,false,true,false
154,false,false,false,true,false,false,true,false,true,false
155,true,false,true,false,true,false,true,true,true,true
156,false,false,false,true,false,false,true,true,true,false
157,false,false,true,true,false,false,true,true,false,true
158,true,false,false,true,true,false,true,false,false,true
159,false,false,true,false,false,false,false,false,false,true
160,false,true,true,true,true,true,false,false,true,false
161,false,true,true,true,true,false,false,false,true,false
162,true,false,true,false,false,true,false,false,true,true
163,false,false,false,true,true,true,true,false,false,false
164,false,false,false,true,true,false,true,false,true,true
165,true,false,true,true,true,false,false,false,false,true
166,false,true,false,true,true,false,false,false,true,true
167,true,true,false,false,false,true,false,true,true,true
168,false,true,false,true,true,false,true,false,true,false
169,false,false,true,true,false,false,false,false,true,false
170,true,false,true,false,true,false,false,false,true,true
171,true,false,true,false,true,false,true,true,false,false
172,false,true,false,true,true,true,false,false,true,true
173,false,true,false,false,false,false,false,false,true,true
174,true,false,false,false,true,true,true,true,true,false
175,true,false,true,true,false,false,true,true,true,true
176,true,true,false,false,false,true,false,false,true,false
177,true,false,false,true,false,false,false,true,false,false
178,true,true,false,false,false,true,false,false,true,true
179,true,false,false,true,false,true,true,true,true,true
180,false,true,false,false,false,true,false,false,true,false
181,false,true,false,true,false,true,true,false,false,true
182,false,false,false,true,true,false,true,true,false,true
183,true,false,true,true,true,false,false,true,true,true
184,false,true,false,true,false,true,false,true,true,false
185,false,true,false,false,true,false,true,false,false,true
186,true,false,false,true,false,true,false,false,true,false
187,false,true,true,true,true,false,true,false,false,false
188,false,false,false,true,false,true,true,false,false,true
189,true,false,true,false,false,false,false,true,false,true
190,false,true,true,true,true,true,true,false,false,false
191,false,true,true,true,true,false,true,false,false,true
192,false,false,true,false,true,true,false,true,false,false
193,true,false,true,true,false,false,false,false,true,false
194,false,false,false,true,false,false,true,false,false,false
195,true,false,true,false,false,false,true,false,true,false
196,false,true,true,true,true,false,false,true,false,false
197,true,false,true,true,false,false,false,true,true,false
198,true,false,true,true,true,true,false,true,true,true
199,true,false,true,true,true,true,false,false,false,false
200,true,false,false,true,false,true,true,false,false,false
201,false,true,false,true,false,false,false,true,true,true
202,true,false,true,true,false,false,false,true,false,false
203,false,true,true,false,true,true,true,true,true,true
204,true,false,false,false,false,false,true,false,true,false
205,false,true,false,false,false,true,false,false,true,true
206,false,true,false,true,false,true,true,false,false,false
207,true,false,true,true,false,false,true,true,false,false
208,true,false,false,true,true,false,false,true,true,false
209,false,true,false,true,false,false,false,false,false,true
210,false,true,false,false,false,true,true,true,true,false
211,true,false,true,false,true,true,false,true,true,false
212,true,true,false,false,false,false,false,false,false,true
213,true,false,true,false,true,false,false,true,true,true
214,false,false,true,false,false,false,false,false,true,false
215,false,true,true,true,false,true,true,false,true,false
216,false,false,true,true,true,false,false,false,true,true
217,false,true,true,true,true,false,true,true,true,false
218,false,false,false,true,true,true,false,true,true,false
219,true,false,true,false,true,false,false,false,false,false
220,true,false,false,true,false,true,false,true,false,true
221,true,false,true,true,false,true,false,true,false,true
222,false,true,false,true,false,true,true,true,false,false
223,false,true,false,false,true,true,true,true,true,false
224,true,true,false,false,false,false,true,false,true,true
225,true,false,false,false,false,false,true,true,false,true
226,false,true,true,false,false,true,false,false,true,false
227,true,false,true,false,false,true,false,true,false,false
228,true,false,false,false,true,true,false,false,true,false
229,false,true,true,true,false,true,false,true,true,true
230,true,true,false,false,false,false,false,false,false,false
231,false,true,false,true,true,false,true,true,false,false
232,true,false,true,false,true,false,true,false,false,false
233,false,true,true,false,false,true,false,true,false,true
234,false,true,true,true,false,true,false,false,true,true
235,false,true,false,false,false,false,false,false,false,true
236,true,true,false,false,true,true,false,false,false,false
237,false,false,true,false,true,true,false,false,true,true
238,false,false,true,true,true,true,false,false,true,false
239,true,false,false,false,false,true,true,false,true,false
240,true,false,false,false,false,false,true,true,true,false
241,false,true,false,false,false,false,true,true,false,true
242,false,false,true,true,false,true,true,true,true,true
243,false,false,true,false,true,true,false,false,false,true
244,false,true,false,true,true,true,true,false,false,true
245,true,false,false,false,true,false,false,false,true,true
246,true,false,false,true,true,true,false,true,true,false
247,false,true,true,true,true,true,true,true,true,false
248,false,true,true,true,true,false,true,true,false,true
249,true,false,true,false,true,true,false,false,false,false
250,true,false,false,true,true,true,false,true,false,true
251,true,false,true,true,false,true,true,true,false,false
252,false,true,true,true,true,true,true,true,false,false
253,false,false,true,true,false,false,false,true,false,true
254,false,false,false,true,true,false,false,true,false,false
255,false,true,false,true,true,true,false,true,false,false
256,false,true,true,false,false,true,false,false,true,true
257,true,false,true,true,false,false,true,true,false,true
258,true,false,false,true,true,false,true,true,true,true
259,false,false,true,false,true,true,false,true,true,false
260,false,false,true,false,true,true,false,false,false,false
261,false,false,false,true,true,false,true,false,false,false
262,false,true,false,false,false,true,false,true,false,false
263,false,false,true,true,true,false,false,true,false,true
264,false,false,false,true,false,true,true,false,true,true
265,false,true,true,false,false,true,false,false,false,true
266,true,true,false,false,false,true,false,false,false,false
267,true,true,false,false,false,true,true,true,false,true
268,false,false,true,true,true,false,false,false,true,false
269,false,true,false,true,true,false,true,true,true,true
270,true,false,false,false,true,true,false,false,true,true
271,false,true,true,true,false,false,false,true,false,false
272,true,false,false,true,false,false,true,true,true,false
273,false,true,true,true,true,true,true,false,true,true
274,true,false,false,false,true,false,false,true,true,false
275,false,false,true,false,true,true,true,true,false,false
276,false,true,false,true,true,false,false,false,false,true
277,true,false,false,false,true,true,true,false,false,false
278,true,false,true,false,false,false,false,false,false,true
279,false,true,true,true,true,true,true,false,false,true
280,false,false,true,true,false,true,false,true,true,true
281,false,true,false,true,false,true,false,false,false,false
282,true,false,true,false,true,false,true,false,false,true
283,false,false,true,true,false,true,true,false,true,false
284,false,false,false,false,true,true,true,false,true,true
285,true,false,false,true,false,true,true,true,false,true
286,true,false,false,true,true,true,true,true,true,false
287,false,true,false,false,true,false,false,false,false,false
288,true,false,true,true,true,true,true,true,true,true
289,true,false,true,false,false,false,false,false,true,false
290,false,false,false,true,true,true,true,true,false,false
291,true,false,false,false,true,false,false,false,false,true
292,false,true,true,false,true,false,false,false,true,true
293,true,false,true,false,false,true,false,false,false,true
294,false,true,true,true,true,false,true,true,true,true
295,false,false,true,false,false,true,true,true,true,true
296,false,false,true,false,false,false,false,true,true,true
297,false,true,true,false,true,false,true,false,true,true
298,true,false,true,false,true,true,false,true,true,true
299,false,true,false,false,false,true,false,true,true,true
300,false,true,false,false,true,false,false,true,true,true
301,true,false,false,false,true,true,false,false,false,false
302,true,false,true,false,true,true,false,false,true,true
303,true,false,false,true,false,false,false,true,false,true
304,false,false,false,true,false,false,true,false,false,true
305,false,false,false,true,false,false,false,false,false,true
306,false,true,true,true,true,true,false,true,true,false
307,false,true,true,false,true,true,false,true,true,false
308,true,false,false,true,false,false,true,true,false,true
309,true,true,false,false,true,false,false,true,false,true
310,false,false,true,true,false,false,false,true,true,true
311,false,true,false,false,false,false,false,true,true,true
312,true,true,false,false,false,true,true,false,false,true
313,true,true,false,false,true,true,false,false,true,false
314,false,false,true,true,true,true,true,false,false,true
315,false,false,true,false,true,true,false,true,false,true
316,true,false,false,true,false,false,true,true,true,true
317,true,false,true,false,false,false,true,true,false,false
318,false,false,true,true,true,true,false,true,false,true
319,true,false,false,false,false,false,false,false,true,false
320,true,false,true,true,false,true,true,true,true,false
321,true,false,false,true,true,false,true,false,true,true
322,false,false,false,true,true,true,false,false,true,false
323,true,false,true,true,false,true,true,true,true,true
324,false,false,true,true,false,false,false,false,false,false
325,false,false,false,true,true,false,false,true,false,true
326,false,true,false,true,false,false,true,false,true,true
327,true,false,false,false,false,true,false,true,true,true
328,true,true,false,false,true,false,true,false,false,false
329,true,false,false,false,false,true,false,false,true,false
330,true,false,false,true,true,true,false,false,false,true
331,true,false,false,false,true,false,false,true,false,true
332,false,true,false,true,true,true,true,true,false,false
333,true,true,false,false,true,false,false,true,false,false
334,false,true,false,false,true,true,false,false,true,false
335,false,false,true,false,false,true,true,true,true,false
336,true,false,false,false,false,true,true,true,false,false
337,false,false,false,false,true,true,true,false,true,false
338,false,false,true,false,true,false,true,false,false,true
339,true,false,true,false,true,true,true,false,false,false
340,false,true,true,false,false,true,true,false,true,true
341,false,false,true,true,true,true,false,true,true,true
342,false,false,true,true,true,false,false,false,false,false
343,true,false,true,true,true,false,true,false,false,true
344,false,false,false,false,true,true,false,true,true,true
345,true,false,false,true,true,true,true,true,true,true
346,false,false,true,true,false,false,true,false,false,false
347,false,true,false,false,false,false,false,false,true,false
348,false,true,false,true,true,true,false,false,false,true
349,false,false,true,true,false,false,false,false,true,true
350,false,true,false,true,false,true,false,false,true,true
351,true,false,false,true,false,true,true,false,true,false
352,false,true,false,false,false,false,true,false,false,false
353,false,false,true,true,true,true,true,true,true,false
354,false,true,true,true,true,false,false,false,false,false
355,true,true,false,false,false,false,true,false,false,false
356,true,false,false,true,true,false,true,true,true,false
357,false,false,true,true,true,false,false,false,false,true
358,false,true,true,false,true,false,true,true,true,true
359,true,true,false,false,false,true,true,true,true,true
360,false,true,false,true,false,false,true,true,false,false
361,false,true,false,false,true,false,true,false,true,true
362,true,false,true,false,false,true,true,true,true,false
363,false,true,true,false,true,true,false,false,true,true
364,true,true,false,false,false,false,true,false,true,false
365,true,false,false,true,true,true,true,true,false,true
366,true,false,true,false,false,true,true,true,true,true
367,false,true,true,false,false,false,true,true,false,true
368,false,true,true,false,true,true,true,false,true,false
369,false,true,false,true,false,true,false,true,true,true
370,false,false,true,false,false,false,true,true,false,true
371,false,false,true,true,false,true,false,false,true,false
372,false,false,true,true,true,true,false,true,true,false
373,false,false,true,true,true,false,true,false,true,true
374,true,false,false,true,true,false,false,false,false,true
375,false,false,false,false,true,true,true,true,false,false
376,true,false,true,true,false,true,true,false,false,true
377,true,true,false,false,false,false,true,true,false,false
378,false,true,true,false,false,false,false,false,true,true
379,true,false,false,true,false,true,false,false,false,true
380,false,true,true,true,false,true,false,false,true,false
381,false,true,true,false,false,false,false,false,false,false
382,true,false,false,true,false,false,false,false,true,true
383,true,false,true,true,false,true,false,false,true,true
384,true,false,false,true,false,true,true,true,false,false
385,false,true,false,false,true,true,true,false,true,false
386,false,true,true,true,false,false,true,false,false,false
387,false,true,true,true,false,false,false,false,true,false
388,true,false,false,true,true,true,true,false,false,false
389,true,false,false,false,true,false,false,false,false,false
390,false,false,false,true,false,false,true,true,true,true
391,false,false,true,false,false,false,true,false,true,false
392,false,true,true,false,true,true,true,false,true,true
393,false,false,false,true,true,false,true,true,true,true
394,false,true,true,false,true,false,false,false,false,false
395,true,false,true,false,true,true,false,false,true,false
396,true,false,false,true,false,false,false,true,true,false
397,true,false,true,false,true,true,true,false,true,true
398,false,false,true,false,false,true,true,true,false,false
399,false,false,true,false,true,false,false,false,false,true
400,true,false,true,true,true,true,true,true,true,false
401,false,true,false,false,true,false,false,true,false,true
402,true,true,false,false,true,false,true,false,true,false
403,false,false,false,true,true,false,false,false,true,true
404,true,true,false,false,true,true,false,false,false,true
405,false,false,false,true,true,true,true,true,true,true
406,false,false,true,false,false,true,false,false,false,true
407,true,false,false,false,false,true,false,true,false,true
408,false,false,true,false,false,false,false,false,true,true
409,true,true,false,false,false,false,false,true,false,true
410,false,true,false,true,true,true,true,false,true,false
411,false,true,false,false,true,true,false,true,true,false
412,true,false,true,true,false,true,false,true,true,true
413,false,true,true,true,true,false,false,false,false,true
414,false,false,true,true,true,false,false,true,true,true
415,false,true,true,false,true,false,true,true,true,false
416,true,false,true,true,false,true,true,false,false,false
417,true,true,false,false,false,true,true,true,false,false
418,false,true,true,false,true,false,false,true,true,false
419,false,true,true,true,true,true,false,false,false,false
420,true,false,true,true,true,false,false,false,true,true
421,true,false,false,false,false,false,false,true,true,false
422,true,true,false,false,false,true,false,true,false,true
423,true,false,true,false,false,false,true,false,true,true
424,false,true,false,true,false,false,false,false,true,true
425,true,true,false,false,false,true,true,false,true,false
426,true,false,false,false,false,true,true,true,false,true
427,true,false,false,true,false,true,true,false,true,true
428,true,false,true,false,false,false,true,true,false,true
429,true,false,false,false,false,true,true,false,true,true
430,true,true,false,false,false,false,true,true,true,false
431,true,false,true,true,true,false,true,true,true,true
432,true,false,true,true,true,true,true,false,true,false
433,false,false,false,true,true,true,false,false,true,true
434,true,false,false,true,true,false,false,true,false,false
435,false,true,false,false,true,false,true,true,true,true
436,false,false,false,true,true,false,false,false,false,false
437,false,false,true,false,false,true,false,true,true,false
438,false,true,false,false,true,false,false,true,false,false
439,true,false,true,true,true,false,false,false,false,false
440,true,false,false,false,true,false,true,true,true,false
441,false,false,false,true,false,false,false,true,true,false
442,false,false,false,true,false,true,false,false,false,false
443,false,false,false,true,true,true,true,true,true,false
444,true,false,true,true,false,false,true,true,true,false
445,true,false,true,false,false,true,false,false,false,false
446,true,true,false,false,false,true,false,true,true,false
447,true,false,true,false,true,false,false,true,false,true
448,false,false,false,true,false,true,true,true,false,true
449,true,false,true,false,true,false,true,false,true,false
450,true,false,false,true,false,false,false,false,false,true
451,false,true,false,true,true,true,false,true,true,false
452,false,true,false,true,true,true,true,true,false,true
453,true,false,false,true,true,true,true,false,true,false
454,true,false,true,true,false,true,false,false,false,false
455,false,false,false,true,false,false,true,true,false,false
456,false,true,true,false,false,false,true,false,true,true
457,false,false,false,false,true,true,false,true,false,true
458,true,false,true,false,false,false,false,true,true,true
459,true,false,true,true,false,true,false,false,true,false
460,false,false,true,false,true,false,false,true,true,true
461,true,false,true,true,true,true,true,true,false,false
462,false,true,false,false,false,false,false,true,false,true
463,false,true,false,true,false,false,true,false,false,false
464,false,false,true,true,false,false,true,true,true,true
465,false,false,false,true,true,true,false,true,true,true
466,false,true,false,false,true,true,false,false,false,true
467,true,false,true,true,false,false,true,false,false,false
468,true,false,true,true,false,false,false,true,true,true
469,false,true,false,true,true,false,false,true,false,false
470,false,false,true,true,true,true,true,false,true,true
471,false,true,false,true,false,true,true,false,true,true
472,false,true,false,false,false,true,false,true,true,false
473,false,true,true,false,false,false,true,true,true,false
474,true,false,false,true,true,true,true,false,false,true
475,true,false,true,true,false,false,false,true,false,true
476,false,true,true,true,false,false,false,false,true,true
477,false,true,true,false,true,true,true,true,false,true
478,false,false,false,true,false,true,false,false,false,true
479,false,false,true,false,true,false,true,true,true,true
480,true,false,true,false,true,true,true,true,true,false
481,false,true,false,false,true,false,false,false,false,true
482,false,false,false,true,false,false,true,true,false,true
483,true,false,true,false,true,true,false,false,false,true
484,false,true,true,false,false,false,true,false,false,false
485,false,true,false,false,true,false,true,true,false,false
486,true,false,false,false,true,true,false,true,true,false
487,false,true,true,true,true,true,false,true,true,true
488,true,true,false,false,false,false,false,true,true,false
489,true,false,true,false,false,false,false,false,false,false
490,false,true,false,false,false,false,true,true,true,true
491,true,false,false,false,false,false,false,true,false,true
492,true,false,false,true,false,false,true,false,true,false
493,true,false,true,true,false,true,false,true,true,false
494,true,false,true,true,false,false,false,false,false,false
495,false,false,true,true,true,false,true,true,false,true
496,false,false,false,true,false,true,true,true,false,false
497,false,true,false,false,false,true,true,false,true,true
498,true,false,false,false,false,false,true,true,true,true
499,true,true,false,false,true,false,true,true,true,false
500,false,false,false,false,true,true,false,true,false,false
501,true,false,true,true,true,true,false,true,false,true
502,true,false,true,true,true,false,true,true,true,false
503,true,false,true,false,true,false,true,true,false,true
504,false,false,true,false,true,false,true,false,true,false
505,true,false,true,false,false,false,false,true,false,false
506,false,true,false,false,true,true,true,true,false,true
507,false,true,false,true,false,false,true,false,false,true
508,false,false,true,false,false,false,true,false,false,true
509,false,true,false,true,true,true,true,true,true,true
510,false,false,false,true,true,true,false,false,false,true
511,true,true,false,false,false,false,false,true,true,true
512,false,true,true,false,true,true,false,true,true,true
513,false,true,true,false,true,true,true,true,false,false
514,true,false,false,false,false,false,true,false,false,true
515,true,false,false,false,true,true,false,true,true,true
516,false,true,false,false,false,false,true,false,true,false
517,false,false,false,true,false,true,false,true,true,true
518,false,false,true,false,false,false,true,true,false,false
519,false,true,true,true,true,true,false,false,false,true
520,false,false,true,false,false,false,true,false,false,false
521,true,false,false,false,false,true,true,false,false,true
522,false,true,false,false,true,false,true,false,true,false
523,false,false,true,true,false,false,true,true,true,false
524,true,false,false,true,false,false,true,false,false,false
525,false,true,true,true,false,true,true,true,true,true
526,true,false,false,true,true,false,true,false,false,false
527,false,true,false,true,true,true,false,true,false,true
528,false,false,true,true,false,true,true,false,false,false
529,false,false,true,true,false,false,true,false,true,true
530,true,false,false,false,false,false,false,false,true,true
531,false,false,true,false,false,true,true,true,false,true
532,false,true,true,true,true,true,false,true,false,false
533,false,false,true,true,false,false,true,false,false,true
534,false,true,false,false,true,true,true,false,false,true
535,false,true,false,true,false,false,true,true,true,false
536,true,false,false,true,true,true,false,false,false,false
537,false,false,true,false,false,false,false,true,false,true
538,false,true,false,true,false,true,true,true,false,true
539,false,true,true,false,false,false,true,false,true,false
540,false,false,true,false,true,false,true,true,true,false
541,false,true,false,false,false,true,false,true,false,true
542,false,true,true,true,true,true,true,false,true,false
543,false,false,false,false,true,true,true,true,true,false
544,true,false,true,true,true,true,false,false,false,true
545,true,true,false,false,true,false,true,true,false,true
546,false,true,true,true,true,false,false,true,false,true
547,true,false,false,false,false,false,false,true,false,false
548,false,true,true,false,false,true,true,false,true,false
549,false,true,false,true,false,true,true,false,true,false
550,false,true,false,true,false,true,true,true,true,true
551,true,false,true,true,true,true,false,true,true,false
552,true,false,true,true,true,true,true,true,false,true
553,false,false,false,true,true,false,true,true,false,false
554,false,true,true,false,false,true,true,true,false,false
555,true,false,false,false,false,false,false,false,false,false
556,false,true,true,true,false,true,false,false,false,false
557,false,true,true,false,true,true,false,false,true,false
558,false,false,true,true,true,true,true,true,true,true
559,true,false,true,false,false,true,true,false,true,false
560,true,false,false,true,false,true,true,false,false,true
561,false,true,true,true,true,false,true,false,true,true
562,true,false,true,true,false,false,true,false,true,false
563,true,true,false,false,false,false,true,false,false,true
564,true,false,false,false,true,false,true,true,false,false
565,false,true,true,true,true,false,true,false,true,false
566,true,false,true,false,true,false,false,false,false,true
567,false,true,true,true,false,true,true,false,false,false
568,false,true,true,false,false,true,false,true,true,false
569,true,true,false,false,true,false,false,false,true,true
570,false,true,false,true,false,true,false,false,false,true
571,false,true,true,false,true,true,false,false,false,false
572,false,true,false,false,true,false,false,true,true,false
573,false,false,true,true,true,true,true,true,false,true
574,false,true,true,true,false,false,true,false,true,true
575,false,true,true,true,true,true,false,true,false,true
576,false,true,false,true,true,true,true,true,true,false
577,true,true,false,false,false,true,false,false,false,true
578,false,true,false,true,true,false,true,true,true,false
579,true,false,false,false,false,false,true,false,true,true
580,false,false,false,true,false,false,false,false,false,false
581,false,true,false,true,false,false,false,false,true,false
582,false,false,true,false,false,true,false,false,true,false
583,true,false,true,false,false,true,false,true,true,true
584,false,true,false,true,false,false,true,false,true,false
585,false,false,true,false,false,true,true,false,true,false
586,false,false,true,true,false,true,false,false,false,true
587,false,true,false,true,true,false,false,true,false,true
588,false,false,true,false,true,false,false,true,false,false
589,true,false,true,false,false,true,false,true,true,false
590,true,false,false,false,false,false,true,true,false,false
591,true,false,true,true,true,false,false,false,true,false
592,true,true,false,false,true,false,false,false,false,true
593,true,false,false,false,true,true,false,false,false,true
594,true,false,false,true,true,true,false,false,true,true
595,false,true,true,false,false,false,false,true,true,false
596,false,false,true,true,true,false,true,false,false,true
597,true,false,true,true,true,false,true,false,false,false
598,true,false,false,false,false,false,false,false,false,true
599,false,true,true,false,true,true,false,false,false,true
600,false,true,false,true,true,false,true,false,true,true
601,false,false,true,false,true,true,false,true,true,true
602,true,false,false,true,true,false,false,true,false,true
603,true,false,false,true,true,true,false,false,true,false
604,false,true,false,false,true,false,true,true,false,true
605,true,false,true,true,false,false,true,false,false,true
606,true,false,true,false,false,false,false,false,true,true
607,false,false,true,true,true,true,true,true,false,false
608,false,true,true,true,false,true,true,true,true,false
609,true,false,false,true,true,false,false,true,true,true
610,false,true,false,false,true,true,true,true,false,false
611,false,false,true,false,false,false,false,true,false,false
612,true,false,true,false,true,false,true,true,true,false
613,false,true,true,false,false,true,false,true,false,false
614,true,false,false,false,true,false,false,true,false,false
615,true,false,true,true,true,true,true,false,false,false
616,false,true,true,true,false,false,true,false,false,true
617,false,false,false,true,false,true,false,false,true,true
618,false,false,false,true,true,false,false,true,true,false
619,false,false,true,true,true,false,true,false,true,false
620,true,false,false,true,false,true,false,false,false,false
621,false,false,true,true,true,false,false,true,false,false
622,false,false,true,false,false,true,false,false,false,false
623,false,true,true,true,false,true,false,true,false,true
624,false,false,true,true,false,true,false,false,false,false
625,true,false,true,true,false,false,false,false,false,true
626,false,true,true,true,false,false,false,true,false,true
627,false,true,false,false,false,false,true,true,true,false
628,false,false,false,true,false,true,true,true,true,true
629,false,true,false,false,true,true,false,false,true,true
630,true,true,false,false,false,false,false,true,false,false
631,false,true,false,false,true,true,true,false,true,true
632,false,true,false,true,false,false,true,true,true,true
